"","SEX_label","JWTR_label","JWMNP","AGEP","PINCP"
"812","Female","Walked",5,41,35000
"813","Female","Walked",10,59,12500
"814","Female","Walked",5,21,20000
"815","Female","Walked",25,34,77000
"816","Female","Walked",15,53,9000
"817","Female","Walked",10,61,24600
"818","Female","Walked",8,20,11000
"819","Female","Walked",5,65,4500
"820","Female","Walked",15,27,1100
"821","Female","Walked",15,30,2000
"822","Female","Walked",15,28,5800
"823","Female","Walked",15,22,11000
"824","Female","Walked",15,31,22000
"825","Female","Walked",5,28,75000
"826","Female","Walked",4,50,38000
"827","Female","Walked",5,21,10000
"828","Female","Walked",14,52,119000
"829","Female","Walked",5,27,25000
"830","Female","Walked",15,34,53000
"831","Female","Walked",10,22,6000
"832","Female","Walked",1,51,24000
"833","Female","Walked",20,54,7000
"834","Female","Walked",30,38,75000
"835","Female","Walked",2,46,50000
"836","Female","Walked",30,63,31800
"837","Female","Walked",1,21,4900
"838","Female","Walked",5,47,35000
"839","Female","Walked",5,33,50000
"840","Female","Walked",20,60,44000
"841","Female","Walked",10,41,13000
"842","Female","Walked",20,24,65000
"843","Female","Walked",20,23,45000
"844","Female","Walked",15,32,1e+05
"845","Female","Walked",20,48,16200
"846","Female","Walked",15,45,14400
"847","Female","Walked",15,63,5000
"848","Female","Walked",10,38,1e+05
"849","Female","Walked",20,29,65000
"850","Female","Walked",15,31,150000
"851","Female","Walked",60,71,25000
"852","Female","Walked",10,35,200400
"853","Female","Walked",15,21,7000
"854","Female","Walked",15,57,50000
"855","Female","Walked",15,25,12000
"856","Female","Walked",30,27,26200
"857","Female","Walked",15,27,50000
"858","Female","Walked",40,23,2000
"859","Female","Walked",5,23,12000
"860","Female","Walked",5,35,55000
"861","Female","Walked",20,50,22800
"862","Female","Walked",20,23,16700
"863","Female","Walked",2,35,74000
"864","Female","Walked",15,20,10000
"865","Female","Walked",5,21,3000
"866","Female","Walked",10,28,35000
"867","Female","Walked",5,20,170
"868","Female","Walked",5,20,4000
"869","Female","Walked",5,20,2000
"870","Female","Walked",5,20,3000
"871","Female","Walked",5,21,320
"872","Female","Walked",5,19,1800
"873","Female","Walked",10,21,5550
"874","Female","Walked",5,80,27500
"875","Female","Walked",5,20,7000
"876","Female","Walked",5,19,15000
"877","Female","Walked",5,20,4000
"878","Female","Walked",10,21,3000
"879","Female","Walked",5,23,8800
"880","Female","Walked",5,20,2000
"881","Female","Walked",10,19,1500
"882","Female","Walked",20,19,4200
"883","Female","Walked",10,19,1600
"884","Female","Walked",5,80,27500
"885","Female","Walked",5,21,6000
"886","Female","Walked",1,22,6600
"887","Female","Walked",5,20,1100
"888","Female","Walked",10,21,22700
"889","Female","Walked",10,19,2000
"890","Female","Walked",15,20,700
"891","Female","Walked",5,19,2000
"892","Female","Walked",5,21,1000
"893","Female","Walked",10,19,3500
"894","Female","Walked",5,19,2500
"895","Female","Walked",10,21,9900
"896","Female","Walked",2,23,220
"897","Female","Walked",25,20,700
"898","Female","Walked",20,20,4000
"899","Female","Walked",2,20,6000
"900","Female","Walked",15,19,5000
"901","Female","Walked",5,22,25000
"902","Female","Walked",5,20,5000
"903","Female","Walked",5,21,4000
"904","Female","Walked",10,24,4000
"905","Female","Walked",5,19,14300
"906","Female","Walked",5,21,4000
"907","Female","Walked",5,20,4000
"908","Female","Walked",5,21,4000
"909","Female","Walked",5,21,4000
"910","Female","Walked",5,20,3000
"911","Female","Walked",5,19,14300
"912","Female","Walked",10,23,12000
"913","Female","Walked",10,20,4050
"914","Female","Walked",20,20,3500
"915","Female","Walked",5,20,350
"916","Female","Walked",20,19,4200
"917","Female","Walked",5,21,4000
"918","Female","Walked",15,19,1500
"919","Female","Walked",5,21,6000
"920","Female","Walked",15,20,4000
"921","Female","Walked",15,28,36000
"922","Female","Walked",5,20,10000
"923","Female","Walked",15,20,3000
"924","Female","Walked",5,19,87100
"925","Female","Walked",10,22,2000
"926","Female","Walked",5,20,5000
"927","Female","Walked",10,22,2410
"928","Female","Walked",15,23,2000
"929","Female","Walked",10,20,2000
"930","Female","Walked",5,19,1800
"931","Female","Walked",15,20,5000
"932","Female","Walked",10,21,4000
"933","Female","Walked",20,23,5400
"934","Female","Walked",5,19,1000
"935","Female","Walked",5,20,5000
"936","Female","Walked",10,19,600
"937","Female","Walked",10,19,6000
"938","Female","Walked",8,19,8000
"939","Female","Walked",5,19,2500
"940","Female","Walked",5,19,2000
"941","Female","Walked",10,22,3000
"942","Female","Walked",12,19,150
"943","Female","Walked",5,20,15000
"944","Female","Walked",10,22,1500
"945","Female","Walked",15,20,4000
"946","Female","Walked",5,19,3300
"947","Female","Walked",3,21,12000
"948","Female","Walked",10,22,2000
"949","Female","Walked",10,19,2000
"950","Female","Walked",5,28,35000
"951","Female","Walked",15,21,4600
"952","Female","Walked",10,26,35000
"953","Female","Walked",5,21,1000
"954","Female","Walked",15,19,820
"955","Female","Walked",8,20,15000
"956","Female","Walked",5,39,19300
"957","Female","Walked",10,19,1000
"958","Female","Walked",10,21,1000
"959","Female","Walked",15,19,900
"960","Female","Walked",10,20,3000
"961","Female","Walked",5,52,14100
"962","Female","Walked",3,19,2000
"963","Female","Walked",2,20,2000
"964","Female","Walked",5,19,650
"965","Female","Walked",25,25,35000
"966","Female","Walked",10,20,2000
"967","Female","Walked",5,20,15000
"968","Female","Walked",15,20,5000
"969","Female","Walked",10,20,3000
"970","Female","Walked",15,20,10000
"971","Female","Walked",5,21,6000
"972","Female","Walked",5,19,7920
"973","Female","Walked",2,20,6000
"974","Female","Walked",5,21,320
"975","Female","Walked",5,19,15000
"976","Female","Walked",8,20,1000
"977","Female","Walked",10,22,4000
"978","Female","Walked",15,20,4000
"979","Female","Walked",5,21,6000
"980","Female","Walked",15,24,1800
"981","Female","Walked",5,19,4000
"982","Female","Walked",5,19,15000
"983","Female","Walked",10,55,98000
"984","Female","Walked",7,50,8800
"985","Female","Walked",25,44,3000
"986","Female","Walked",15,27,23000
"987","Female","Walked",15,47,35500
"988","Female","Walked",50,56,39000
"989","Female","Walked",15,57,10600
"990","Female","Walked",15,20,9000
"991","Female","Walked",5,31,18000
"992","Female","Walked",1,52,13800
"993","Female","Walked",15,42,38900
"994","Female","Walked",30,27,2020
"995","Female","Walked",15,37,65000
"996","Female","Walked",1,50,45000
"997","Female","Walked",15,23,21600
"998","Female","Walked",15,21,16000
"999","Female","Walked",3,19,2700
"1000","Female","Walked",3,53,45000
"1001","Female","Walked",138,32,3000
"1002","Female","Walked",15,58,13500
"1003","Female","Walked",20,46,685000
"1004","Female","Walked",15,49,318000
"1005","Female","Walked",15,61,14000
"1006","Female","Walked",20,75,49400
"1007","Female","Walked",20,28,145000
"1008","Female","Walked",10,57,85000
"1009","Female","Walked",30,30,44000
"1010","Female","Walked",5,52,35000
"1011","Female","Walked",20,35,191000
"1012","Female","Walked",5,36,24000
"1013","Female","Walked",15,37,35000
"1014","Female","Walked",10,43,20000
"1015","Female","Walked",15,24,18000
"1016","Female","Walked",15,45,28000
"1017","Female","Walked",1,50,53500
"1018","Female","Walked",5,39,75000
"1019","Female","Walked",5,33,50000
"1020","Female","Walked",20,28,12600
"1021","Female","Walked",30,60,23600
"1022","Female","Walked",10,26,14600
"1023","Female","Walked",15,54,51000
"1024","Female","Walked",10,39,140000
"1025","Female","Walked",15,39,3500
"1026","Female","Walked",15,50,5000
"1027","Female","Walked",5,22,45000
"1028","Female","Walked",2,20,450
"1029","Female","Walked",20,34,55600
"1030","Female","Walked",30,53,50000
"1031","Female","Walked",5,67,123000
"1032","Female","Walked",1,77,29900
"1033","Female","Walked",10,67,16500
"1034","Female","Walked",10,35,203000
"1035","Female","Walked",15,62,6000
"1036","Female","Walked",2,61,59000
"1037","Female","Walked",10,51,6000
"1038","Female","Walked",30,27,50000
"1039","Female","Walked",10,59,52000
"1040","Female","Walked",12,43,120000
"1041","Female","Walked",20,26,62000
"1042","Female","Walked",20,68,142000
"1043","Female","Walked",15,30,35000
"1044","Female","Walked",15,28,36000
"1045","Female","Walked",10,30,6000
"1046","Female","Walked",5,25,20000
"1047","Female","Walked",5,54,42700
"1048","Female","Walked",40,21,12000
"1049","Female","Walked",45,26,25000
"1050","Female","Walked",1,36,12000
"1051","Female","Walked",8,32,10000
"1052","Female","Walked",15,62,10700
"1053","Female","Walked",15,25,210000
"1054","Female","Walked",15,40,8000
"1055","Female","Walked",15,31,64000
"1056","Female","Walked",30,31,180000
"1057","Female","Walked",20,19,2500
"1058","Female","Walked",10,31,75500
"1059","Female","Walked",10,60,15000
"1060","Female","Walked",8,22,40000
"1061","Female","Walked",4,22,15000
"1062","Female","Walked",20,39,94000
"1063","Female","Walked",20,39,35000
"1064","Female","Walked",1,35,4600
"1065","Female","Walked",5,20,5300
"1066","Female","Walked",15,27,90000
"1067","Female","Walked",10,47,40000
"1068","Female","Walked",25,41,165000
"1069","Female","Walked",10,30,165000
"1070","Female","Walked",10,63,70150
"1071","Female","Walked",15,25,2e+05
"1072","Female","Walked",48,32,55000
"1073","Female","Walked",15,28,1e+05
"1074","Female","Walked",2,56,150000
"1075","Female","Walked",5,24,3700
"1076","Female","Walked",20,40,24000
"1077","Female","Walked",10,25,5000
"1078","Female","Walked",30,27,14100
"1079","Female","Walked",10,23,112000
"1080","Female","Walked",3,23,117000
"1081","Female","Walked",15,23,112000
"1082","Female","Walked",5,49,25900
"1083","Female","Walked",5,21,29800
"1084","Female","Walked",3,26,10400
"1085","Female","Walked",45,21,6000
"1086","Female","Walked",5,22,5800
"1087","Female","Walked",5,45,10000
"1088","Female","Walked",15,49,15000
"1089","Female","Walked",15,24,50000
"1090","Female","Walked",15,54,47000
"1091","Female","Walked",15,60,25000
"1092","Female","Walked",30,27,20000
"1093","Female","Walked",2,23,25000
"1094","Female","Walked",12,36,75000
"1095","Female","Walked",10,48,17000
"1096","Female","Walked",15,36,1000
"1097","Female","Walked",15,20,2800
"1098","Female","Walked",5,58,26000
"1099","Female","Walked",20,54,15000
"1100","Female","Walked",5,20,1600
"1101","Female","Walked",5,33,62000
"1102","Female","Walked",15,50,685000
"1103","Female","Walked",2,36,5000
"1104","Female","Walked",2,25,11000
"1105","Female","Walked",5,58,9900
"1106","Female","Walked",10,59,10100
"1107","Female","Walked",10,59,12000
"1108","Female","Walked",15,29,20000
"1109","Female","Walked",5,34,35000
"1110","Female","Walked",15,64,10000
"1111","Female","Walked",5,59,68000
"1112","Female","Walked",20,56,20000
"1113","Female","Walked",7,32,170000
"1114","Female","Walked",20,50,800
"1115","Female","Walked",5,41,3e+05
"1116","Female","Walked",12,27,50000
"1117","Female","Walked",5,34,36000
"1118","Female","Walked",15,45,20000
"1119","Female","Walked",1,40,80000
"1120","Female","Walked",15,42,22000
"1121","Female","Walked",40,56,37000
"1122","Female","Walked",20,62,170600
"1123","Female","Walked",5,50,19500
"1124","Female","Walked",5,48,44000
"1125","Female","Walked",20,26,1000
"1126","Female","Walked",25,53,660000
"1127","Female","Walked",5,30,50000
"1128","Female","Walked",10,29,133000
"1129","Female","Walked",5,24,6500
"1130","Female","Walked",5,23,30000
"1131","Female","Walked",5,58,83000
"1132","Female","Walked",2,19,7000
"1133","Female","Walked",15,34,220
"1134","Female","Walked",10,22,5600
"1135","Female","Walked",20,29,115000
"1136","Female","Walked",20,44,16400
"1137","Female","Walked",20,42,58000
"1138","Female","Walked",15,39,13000
"1139","Female","Walked",15,38,95000
"1140","Female","Walked",15,35,35000
"1141","Female","Walked",15,54,17000
"1142","Female","Walked",10,37,3000
"1143","Female","Walked",20,61,105000
"1144","Female","Walked",20,34,81000
"1145","Female","Walked",10,65,56600
"1146","Female","Walked",10,27,2400
"1147","Female","Walked",30,51,14000
"1148","Female","Walked",20,33,175000
"1149","Female","Walked",1,64,22100
"1150","Female","Walked",20,64,20000
"1151","Female","Walked",138,36,102200
"1152","Female","Walked",55,46,19000
"1153","Female","Walked",5,46,48700
"1154","Female","Walked",10,27,18000
"1155","Female","Walked",20,35,7000
"1156","Female","Walked",7,20,12000
"1157","Female","Walked",2,24,13000
"1158","Female","Walked",1,22,10000
"1159","Female","Walked",5,25,9000
"1160","Female","Walked",15,58,73000
"1161","Female","Walked",5,60,38000
"1162","Female","Walked",10,40,52000
"1163","Female","Walked",30,56,99000
"1164","Female","Walked",1,23,12400
"1165","Female","Walked",15,24,10200
"1166","Female","Walked",20,23,16900
"1167","Female","Walked",10,21,1800
"1168","Female","Walked",2,19,6500
"1169","Female","Walked",5,49,120000
"1170","Female","Walked",10,28,26000
"1171","Female","Walked",10,23,20000
"1172","Female","Walked",20,28,60000
"1173","Female","Walked",35,48,20000
"1174","Female","Walked",39,23,5000
"1175","Female","Walked",10,26,5000
"1176","Female","Walked",1,54,32200
"1177","Female","Walked",5,76,168000
"1178","Female","Walked",10,34,15000
"1179","Female","Walked",25,33,47500
"1180","Female","Walked",6,40,8000
"1181","Female","Walked",15,27,30000
"1182","Female","Walked",25,26,49200
"1183","Female","Walked",5,56,32000
"1184","Female","Walked",15,19,3600
"1185","Female","Walked",8,23,17000
"1186","Female","Walked",10,27,38000
"1187","Female","Walked",4,20,23000
"1188","Female","Walked",25,46,15000
"1189","Female","Walked",15,28,113200
"1190","Female","Walked",15,51,40000
"1191","Female","Walked",20,53,18000
"1192","Female","Walked",12,59,39000
"1193","Female","Walked",5,21,5000
"1194","Female","Walked",20,51,33100
"1195","Female","Walked",15,44,32600
"1196","Female","Walked",10,34,31000
"1197","Female","Walked",30,68,50300
"1198","Female","Walked",20,56,113000
"1199","Female","Walked",5,47,39000
"1200","Female","Walked",5,43,35000
"1201","Female","Walked",55,45,50000
"1202","Female","Walked",20,26,18000
"1203","Female","Walked",30,51,15000
"1204","Female","Walked",30,21,360
"1205","Female","Walked",5,89,16400
"1206","Female","Walked",12,29,53000
"1207","Female","Walked",2,19,20000
"1208","Female","Walked",15,21,3000
"1209","Female","Walked",5,53,30000
"1210","Female","Walked",60,45,12000
"1211","Female","Walked",5,36,16000
"1212","Female","Walked",20,32,56300
"1213","Female","Walked",10,37,30000
"1214","Female","Walked",5,33,7270
"1215","Female","Walked",20,27,72000
"1216","Female","Walked",15,25,60000
"1217","Female","Walked",20,27,50000
"1218","Female","Walked",15,22,18200
"1219","Female","Walked",10,63,40000
"1220","Female","Walked",15,45,4200
"1221","Female","Walked",10,49,19000
"1222","Female","Walked",35,43,105000
"1223","Female","Walked",10,56,135000
"1224","Female","Walked",20,26,1e+05
"1225","Female","Walked",8,32,50000
"1226","Female","Walked",3,31,90000
"1227","Female","Walked",15,57,14000
"1228","Female","Walked",2,67,37200
"1229","Female","Walked",10,28,50500
"1230","Female","Walked",3,39,28000
"1231","Female","Walked",30,38,105000
"1232","Female","Walked",10,30,70000
"1233","Female","Walked",15,46,25000
"1234","Female","Walked",5,22,18000
"1235","Female","Walked",5,45,61000
"1236","Female","Walked",10,27,47500
"1237","Female","Walked",10,24,14000
"1238","Female","Walked",20,48,65000
"1239","Female","Walked",40,73,40700
"1240","Female","Walked",15,47,14100
"1241","Female","Walked",2,46,60000
"1242","Female","Walked",1,49,51000
"1243","Female","Walked",60,34,10000
"1244","Female","Walked",20,43,23800
"1245","Female","Walked",45,65,170000
"1246","Female","Walked",4,27,4800
"1247","Female","Walked",15,48,100010
"1248","Female","Walked",5,58,45000
"1249","Female","Walked",10,26,10400
"1250","Female","Walked",10,27,10400
"1251","Female","Walked",45,82,15900
"1252","Female","Walked",15,67,64200
"1253","Female","Walked",18,30,35000
"1254","Female","Walked",10,63,47000
"1255","Female","Walked",10,39,24300
"1256","Female","Walked",5,24,4420
"1257","Female","Walked",25,53,58000
"1258","Female","Walked",8,46,22800
"1259","Female","Walked",15,19,20000
"1260","Female","Walked",15,62,113000
"1261","Female","Walked",20,33,5000
"1262","Female","Walked",5,23,1400
"1263","Female","Walked",15,53,35700
"1264","Female","Walked",10,53,25000
"1265","Female","Walked",10,51,45000
"1266","Female","Walked",20,24,40000
"1267","Female","Walked",75,19,20000
"1268","Female","Walked",40,41,240050
"1269","Female","Walked",15,26,8000
"1270","Female","Walked",15,25,50000
"1271","Female","Walked",20,40,50000
"1272","Female","Walked",15,26,6200
"1273","Female","Walked",5,34,2200
"1274","Female","Walked",7,39,19700
"1275","Female","Walked",90,33,3e+05
"1276","Female","Walked",10,22,17500
"1277","Female","Walked",10,62,17000
"1278","Female","Walked",30,60,50000
"1279","Female","Walked",5,57,18000
"1280","Female","Walked",5,37,11900
"1281","Female","Walked",5,67,37100
"1282","Female","Walked",5,45,220000
"1283","Female","Walked",20,59,2e+05
"1284","Female","Walked",30,49,78000
"1285","Female","Walked",10,22,3000
"1286","Female","Walked",30,26,60000
"1287","Female","Walked",10,35,30200
"1288","Female","Walked",5,65,114400
"1289","Female","Walked",15,29,20000
"1290","Female","Walked",50,45,15000
"1291","Female","Walked",7,34,135000
"1292","Female","Walked",5,45,53000
"1293","Female","Walked",12,22,200
"1294","Female","Walked",12,23,790
"1295","Female","Walked",12,23,430
"1296","Female","Walked",10,32,55000
"1297","Female","Walked",10,36,30000
"1298","Female","Walked",20,24,8600
"1299","Female","Walked",25,24,45000
"1300","Female","Walked",10,28,2e+05
"1301","Female","Walked",20,26,40000
"1302","Female","Walked",8,32,48050
"1303","Female","Walked",25,62,34200
"1304","Female","Walked",10,58,27000
"1305","Female","Walked",5,20,1800
"1306","Female","Walked",5,85,156600
"1307","Female","Walked",5,69,28800
"1308","Female","Walked",25,66,20300
"1309","Female","Walked",1,47,33000
"1310","Female","Walked",10,33,26000
"1311","Female","Walked",20,27,70000
"1312","Female","Walked",10,27,60000
"1313","Female","Walked",15,48,10500
"1314","Female","Walked",5,38,32000
"1315","Female","Walked",2,51,33000
"1316","Female","Walked",20,59,13000
"1317","Female","Walked",10,81,236800
"1318","Female","Walked",2,42,15000
"1319","Female","Walked",1,33,67000
"1320","Female","Walked",15,47,10400
"1321","Female","Walked",25,60,5900
"1322","Female","Walked",15,30,110000
"1323","Female","Walked",10,45,12000
"1324","Female","Walked",5,58,43000
"1325","Female","Walked",15,39,19600
"1326","Female","Walked",20,51,13400
"1327","Female","Walked",34,42,20000
"1328","Female","Walked",3,23,9000
"1329","Female","Walked",10,42,18500
"1330","Female","Walked",10,34,42000
"1331","Female","Walked",10,25,2000
"1332","Female","Walked",10,53,117400
"1333","Female","Walked",5,25,42000
"1334","Female","Walked",15,34,40000
"1335","Female","Walked",6,37,69030
"1336","Female","Walked",15,39,13000
"1337","Female","Walked",15,24,79000
"1338","Female","Walked",10,50,2500
"1339","Female","Walked",15,28,45000
"1340","Female","Walked",5,56,17000
"1341","Female","Walked",5,23,12000
"1342","Female","Walked",8,30,60000
"1343","Female","Walked",20,62,32000
"1344","Female","Walked",25,56,135000
"1345","Female","Walked",5,23,22200
"1346","Female","Walked",25,33,160300
"1347","Female","Walked",6,53,30000
"1348","Female","Walked",15,51,30000
"1349","Female","Walked",20,70,41000
"1350","Female","Walked",10,56,36430
"1351","Female","Walked",5,45,6500
"1352","Female","Walked",20,46,89000
"1353","Female","Walked",20,27,50000
"1354","Female","Walked",5,58,1500
"1355","Female","Walked",10,34,26000
"1356","Female","Walked",3,32,50020
"1357","Female","Walked",10,55,91000
"1358","Female","Walked",5,79,78200
"1359","Female","Walked",20,24,1e+05
"1360","Female","Walked",15,51,45000
"1361","Female","Walked",20,35,1e+05
"1362","Female","Walked",5,34,1500
"1363","Female","Walked",30,41,25000
"1364","Female","Walked",25,41,3200
"1365","Female","Walked",20,27,50210
"1366","Female","Walked",60,44,54000
"1367","Female","Walked",75,35,50000
"1368","Female","Walked",30,34,68000
"1369","Female","Walked",10,59,67000
"1370","Female","Walked",15,58,53000
"1371","Female","Walked",1,32,60000
"1372","Female","Walked",20,42,30000
"1373","Female","Walked",5,41,27700
"1374","Female","Walked",10,26,25000
"1375","Female","Walked",5,53,11000
"1376","Female","Walked",25,37,17000
"1377","Female","Walked",15,34,82000
"1378","Female","Walked",5,30,16230
"1379","Female","Walked",10,64,2e+05
"1380","Female","Walked",20,28,14900
"1381","Female","Walked",20,32,10000
"1382","Female","Walked",10,42,26000
"1383","Female","Walked",1,59,42450
"1384","Female","Walked",15,46,16000
"1385","Female","Walked",10,58,45800
"1386","Female","Walked",20,31,102000
"1387","Female","Walked",20,30,85000
"1388","Female","Walked",10,22,85000
"1389","Female","Walked",10,30,30000
"1390","Female","Walked",10,34,21600
"1391","Female","Walked",25,53,1e+05
"1392","Female","Walked",10,64,210000
"1393","Female","Walked",15,46,81060
"1394","Female","Walked",10,60,60000
"1395","Female","Walked",10,69,35200
"1396","Female","Walked",90,59,89000
"1397","Female","Walked",30,48,4e+05
"1398","Female","Walked",20,22,17100
"1399","Female","Walked",1,44,35000
"1400","Female","Walked",2,66,14700
"1401","Female","Walked",15,44,90000
"1402","Female","Walked",30,55,110000
"1403","Female","Walked",15,55,16000
"1404","Female","Walked",10,49,30000
"1405","Female","Walked",15,30,1e+05
"1406","Female","Walked",15,40,9000
"1407","Female","Walked",10,44,10000
"1408","Female","Walked",15,25,16000
"1409","Female","Walked",15,56,12000
"1410","Female","Walked",5,19,16400
"1411","Female","Walked",10,50,30000
"1412","Female","Walked",15,60,53000
"1413","Female","Walked",15,51,74000
"1414","Female","Walked",30,22,342000
"1415","Female","Walked",10,54,50000
"1416","Female","Walked",10,23,56000
"1417","Female","Walked",5,23,20000
"1418","Female","Walked",5,24,90000
"1419","Female","Walked",2,26,6200
"1420","Female","Walked",1,52,113000
"1421","Female","Walked",10,23,24000
"1422","Female","Walked",40,63,34000
"1423","Female","Walked",16,46,19000
"1424","Female","Walked",2,42,25000
"1425","Female","Walked",5,56,13100
"1426","Female","Walked",10,42,23000
"1427","Female","Walked",20,59,20800
"1428","Female","Walked",15,54,140000
"1429","Female","Walked",5,81,36000
"1430","Female","Walked",15,21,10000
"1431","Female","Walked",20,21,1000
"1432","Female","Walked",60,45,67000
"1433","Female","Walked",15,65,40400
"1434","Female","Walked",10,59,185000
"1435","Female","Walked",10,59,15000
"1436","Female","Walked",4,57,136500
"1437","Female","Walked",45,50,25000
"1438","Female","Walked",6,60,55000
"1439","Female","Walked",10,62,28080
"1440","Female","Walked",15,64,26000
"1441","Female","Walked",7,39,59000
"1442","Female","Walked",25,23,9000
"1443","Female","Walked",7,30,50000
"1444","Female","Walked",5,36,12400
"1445","Female","Walked",20,47,50000
"1446","Female","Walked",5,37,12700
"1447","Female","Walked",10,54,144000
"1448","Female","Walked",8,64,2e+05
"1449","Female","Walked",25,63,31750
"1450","Female","Walked",7,66,1e+05
"1451","Female","Walked",25,24,120000
"1452","Female","Walked",7,73,84900
"1453","Female","Walked",5,61,60000
"1454","Female","Walked",1,48,49000
"1455","Female","Walked",4,48,120000
"1456","Female","Walked",10,22,2500
"1457","Female","Walked",100,31,40000
"1458","Female","Walked",30,61,23000
"1459","Female","Walked",15,25,28000
"1460","Female","Walked",45,39,120000
"1461","Female","Walked",15,62,27000
"1462","Female","Walked",25,49,22000
"1463","Female","Walked",25,53,85000
"1464","Female","Walked",10,32,30000
"1465","Female","Walked",30,26,2300
"1466","Female","Walked",20,52,350000
"1467","Female","Walked",10,57,8600
"1468","Female","Walked",20,53,27000
"1469","Female","Walked",25,24,30000
"1470","Female","Walked",40,28,75000
"1471","Female","Walked",18,25,40000
"1472","Female","Walked",90,37,17000
"1473","Female","Walked",15,67,47500
"1474","Female","Walked",10,30,85000
"1475","Female","Walked",20,25,28100
"1476","Female","Walked",20,63,75300
"1477","Female","Walked",10,26,24000
"1478","Female","Walked",10,29,24000
"1479","Female","Walked",30,64,1e+05
"1480","Female","Walked",7,71,36400
"1481","Female","Walked",5,24,48000
"1482","Female","Walked",5,44,10000
"1483","Female","Walked",45,45,350000
"1484","Female","Walked",5,23,38000
"1485","Female","Walked",15,56,75000
"1486","Female","Walked",5,53,27000
"1487","Female","Walked",5,34,16000
"1488","Female","Walked",15,55,10000
"1489","Female","Walked",25,32,145000
"1490","Female","Walked",15,41,13400
"1491","Female","Walked",20,56,80000
"1492","Female","Walked",15,22,21100
"1493","Female","Walked",10,52,26000
"1494","Female","Walked",20,62,120000
"1495","Female","Walked",20,23,25000
"1496","Female","Walked",2,34,55000
"1497","Female","Walked",15,35,80000
"1498","Female","Walked",10,35,5000
"1499","Female","Walked",30,31,31000
"1500","Female","Walked",10,30,59000
"1501","Female","Walked",15,69,144000
"1502","Female","Walked",30,50,20800
"1503","Female","Walked",15,52,13000
"1504","Female","Walked",15,49,50000
"1505","Female","Walked",22,65,84000
"1506","Female","Walked",20,52,25000
"1507","Female","Walked",15,40,53000
"1508","Female","Walked",5,69,105000
"1509","Female","Walked",12,31,167100
"1510","Female","Walked",20,60,26000
"1511","Female","Walked",2,19,4000
"1512","Female","Walked",20,28,23000
"1513","Female","Walked",2,42,9800
"1514","Female","Walked",40,50,51000
"1515","Female","Walked",5,74,16500
"1516","Female","Walked",10,23,33000
"1517","Female","Walked",40,26,32000
"1518","Female","Walked",5,36,22140
"1519","Female","Walked",5,26,5000
"1520","Female","Walked",15,72,60300
"1521","Female","Walked",25,48,350000
"1522","Female","Walked",5,59,21400
"1523","Female","Walked",10,25,63000
"1524","Female","Walked",20,50,92100
"1525","Female","Walked",15,31,53000
"1526","Female","Walked",3,32,900
"1527","Female","Walked",15,44,33000
"1528","Female","Walked",10,30,55000
"1529","Female","Walked",30,38,14000
"1530","Female","Walked",15,36,93000
"1531","Female","Walked",30,50,10400
"1532","Female","Walked",10,51,12500
"1533","Female","Walked",7,63,1e+05
"1534","Female","Walked",5,70,19000
"1535","Female","Walked",5,53,21900
"1536","Female","Walked",15,44,82000
"1537","Female","Walked",35,25,170000
"1538","Female","Walked",30,25,91000
"1539","Female","Walked",10,27,42000
"1540","Female","Walked",1,40,50000
"1541","Female","Walked",5,55,54000
"1542","Female","Walked",5,44,88000
"1543","Female","Walked",60,47,20000
"1544","Female","Walked",20,33,12000
"1545","Female","Walked",10,43,46000
"1546","Female","Walked",20,57,155000
"1547","Female","Walked",6,55,121400
"1548","Female","Walked",7,60,128000
"1549","Female","Walked",15,45,24000
"1550","Female","Walked",15,75,15900
"1551","Female","Walked",15,24,48000
"1552","Female","Walked",5,23,10000
"1553","Female","Walked",20,55,133000
"1554","Female","Walked",15,51,16000
"1555","Female","Walked",10,57,64000
"1556","Female","Walked",10,61,94000
"1557","Female","Walked",20,32,40000
"1558","Female","Walked",5,61,1e+05
"1559","Female","Walked",10,33,17000
"1560","Female","Walked",7,23,7000
"1561","Female","Walked",13,53,80000
"1562","Female","Walked",23,52,28500
"1563","Female","Walked",138,55,35000
"1564","Female","Walked",60,63,12000
"1565","Female","Walked",15,25,10000
"1566","Female","Walked",10,49,22000
"1567","Female","Walked",15,31,61000
"1568","Female","Walked",25,42,9500
"1569","Female","Walked",10,50,38000
"1570","Female","Walked",5,54,60000
"1571","Female","Walked",10,54,20800
"1572","Female","Walked",10,25,30000
"1573","Female","Walked",10,40,13200
"1574","Female","Walked",3,25,50000
"1575","Female","Walked",3,23,31000
"1576","Female","Walked",15,30,12000
"1577","Female","Walked",5,54,40000
"1578","Female","Walked",10,24,58000
"1579","Female","Walked",30,20,15000
"1580","Female","Walked",35,28,170000
"1581","Female","Walked",35,44,22300
"1582","Female","Walked",40,32,4000
"1583","Female","Walked",30,24,13000
"1584","Female","Walked",15,23,15000
"1585","Female","Walked",20,57,41600
"1586","Female","Walked",20,50,55000
"1587","Female","Walked",20,22,1200
"1588","Female","Walked",20,21,1000
"1589","Female","Walked",10,68,22000
"1590","Female","Walked",15,28,40000
"1591","Female","Walked",30,60,8400
"1592","Female","Walked",10,59,95000
"1593","Female","Walked",50,64,5000
"1594","Female","Walked",35,54,72700
"1595","Female","Walked",2,48,50000
"1596","Female","Walked",20,40,250000
